source	default_branch	head_count	tag_count	pr_ref_count	head_tag_sha256	pr_refs_sha256	readme_status	readme_sha256
zyziyun/claude-code-mini	main	2	0	0	c4a13bafe8d8c2f657ae9113c5063c0a48706f483e607923ecd54ba6e9e2e1b0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	f609d4f84164e6a57778248f6ce0ff00305170d70c92adc199227ad7e94e60e1
aitrace-dev/granclaw	main	9	109	8	5b1c59c5f89b96f6467ec4ca2fe51255b9c73578c38ffb74b75cb6e6a8fc282c	0d359b45acf86c3197c549f723e55b8f5e3a60af29e403158f1e7b1f3bdea9c1	README.md	af679913dbc076e46b53fba980dee9821a9dbc5c40635ed288a26e00218a0497
raeseoklee/codexus	main	1	25	1	3cf27a5c5f2c65b243952f48b6b11078ce45f5aa273d5a259fa231051d65f4f1	483a877c72f8f6dad54020c800b023ae4f7ff1d1df2ea75e92beca2a946a861a	README.md	9c8a74dec397d4a4fbcfc2b7862770465aae1ca3bf9ba2b978b427c31999a378
ryanjames85/grom	main	1	18	0	e4e73d6f2240bfb27e6adf61e759479cd156c616de8fbea5112e8394ad833ce7	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	d724ddd61ab219fc5aac496ccf1de0e7fdacfad9df24cdc2fa9c01e61a7a9576
BeamusWayne/trace-vault	main	1	2	0	20fd5bbe1231a0a16f85f3f67fb81fc90062d43812577634c9a6900fc27c59be	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	76c5a0513d445eeb5c5e1572410b5a9b2037289bccd317a40d98a44a396d4dce
secondorderai/ouroboros	main	24	15	28	adbc1069319f7e2013f960f4d1235fe92748733dfb5b76a0051e5d227f9eeeac	09ca8b9812a0a14977f78839789b1055e8ffd5d893ce816ab8cec5d1d7ad130b	README.md	5e45115c3710575d04dd07559c6448331fa311e9f330139b6c36c190bdfc2bbf
JoaoEquer/Oficina	main	1	0	0	e99c3a05994534c4a4d9207018cb032315289f97bf9e1ce0a51c25d8e9281db8	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	2e205eccf1c40a94023f446d868edd8450006480408210b7e6c6cbade52c1c7d
ourostack/ouroboros	main	2	2	840	3acb6c5c003bfc70c8a409cd1a526cdd8808fd5549b9b3ad446159844d6aaea3	93a7132fc72cd0b1577621ae5028246acf87a0f1ef576adccc742c23f54e4100	README.md	9ad737025a01bb7fd55ee7bf4852b3d42fca9076f246368d4b1c362e9604f5d8
NeuroverseOS/Neuroverseos-governance	main	1	15	137	be6619b333543e2f89a2bb6722b69b1e2b36185c2be72df53b50748c8440ea44	990f6fa0f10d646433ce7a700872ab04c0bb9cad03991e7abe7bf8cf5dac4920	README.md	675d4e850a2846b359b6ed0ee810df5a2e66f93850ba51041b8e75b1fb81744c
lordaeternus/agent-execution-harness	main	3	12	16	bb75fb7867660da955399efc211cd1cd69c0f595c4d6982a5a34f89e9fb4f889	eee9e50a9eb0054cb0915458144529c1de25e334534db299fa2d1fb5f7d72bbf	README.md	67d769efa0f680b0a3b514f69f3859666db6ed78d363782f2315d0e76b769eec
Thakurvaibhav/platform-agent-harness	main	2	0	10	c9dfb628a48311c167ef15e18d2b92fd7d3fb88cb19ae73ae9dcc8562539dbaf	a229b78947bc72680e1eaa5f5a977a7e9b7c5676ae469ddd80ed74e76031e348	README.md	982c0c34e5e317237eb957b922b183834ca1c094a39044eae6f05dc1040bafdb
MendCode/MendCode	main	5	20	176	7b9a8c1018f27a1601acda6077014dac4dff3026e158b59d0177b41b33432f82	9b68f76a8db5f96808fd3bc0fbb5b602de84b3542a6ff78124f51f18200d6ef2	README.md	14d4c7e1cbcb8e6ae966c9eb27120c391cd5404afbb03e58d0ee4d3692196c1b
samartomar/ai-harness	main	4	12	190	91a9e8a8d29cf87ea5ca9ea3eaa6d9f14868d7e0c78e564331b186239dfc7f97	6ab67c218c6e50c15819ff87ac506f2f97b7a8cfe71b79036b701f342ed06987	README.md	48dba2ad4f446cfdfbab834f1373fcec2b7816926b9376b6e55535f7d42ee25e
dahrkai/dahrk-node	main	6	2	7	a78ee7d0decd7024664f774ce0946f569d28f7f8ad6152eb54a00f04ba68ceb7	1af46d40796dfbde5c11453107ab84a91076a47fd8f7ddf71786c22623ff881e	README.md	b3ededca7da69f04e92ce23ea1f11d2121ffd8fcc98cab97b704f9e38a20591b
katipally/friday-code	main	4	17	21	1d7e0ab40a849a536c3d936162d2d35c86e37df5da587c01fc53c497ccc3b05e	059139cb1f2c239b5088209ebb4034da249a61d65554b631fb76e5cd0246c415	README.md	79c071bc67b03e4dd6b56af9ef136eb3a0ccd0f3a54b0e9afc9ea02b621fb975
FutronPrime/verity-harness	main	2	0	2	3b7c3a58efb793ae557af0d379bdc27ea3a27c6822b3f168358dba927ecb69b4	c1bb26c1b2fe65f0dbf016f249f3b03b8799b6fa094c07841b425634fdb740fd	README.md	3f332c928517b5443de7993103bd7bc7b8399b1be7592d7513f41e388b7eb7c1
PatterAI/patter-mcp	main	6	0	5	8d7f49e9a0bea121d2209704835080a6cbe406c33609f4101dd586ac26761466	6d02bb17182a7f0cc68e3dfb1ce2b0359b3b3a3dfdc3f7bb90dd021176e6f49c	README.md	2c44d42fc356f6c125d4dcc131869c417b578d83abfd49d471c4492e5edb0ff6
NFJones/mezzanine	main	1	0	0	2e8a44d5ca837378a8129c9f2de5a461a1b93cdc1451772efdf4f35001720718	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	127180487434d39ea970a5742ce61d2e0c007d9a19ba630f5e4b1a2bf604ef23
binary16labs/prime-silo	main	25	52	29	7ed9e0520b61b7305207ecd697e939a278b9edf22ffffc0d6464db807ab15c67	46eadbbf9658504954987eba64f4b8f110536e49b13e0e638afa5e949b3737c4	README.md	d11c10ba1bccbcf37752193418220954b4fb8cb86167aca273e72a468830f960
leezythu/agent-harness-compare	main	1	0	0	cd43f0b79daae0f75f1a6f3ace619f31eb2bc9fd0c1c927bcaf2ddedcd8f346a	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	b23799a1ff61bfaea757207937f3c114bf41614864453d9481108984765042d2
androidZzT/harness-engineering-practice	main	1	0	0	cc7c6556169ca48a7063e89788e2b5869146c5131e2d43e3309335a378329832	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	242c603c6c8e2fad4a2ac2e8c8b63daf47c37c06c419e044d4cae0615a7bae4c
spoke-sh/paddles	main	1	0	0	d0149448959de32b3c5bba77b5ed98f612db47974111a3bb42a362bedbf847d5	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	54657a19e0d4d1fb58c7b17fc3e515d006c5bf5ac8bb5558ce3cefeead6fda4e
Picrew/LLM-Harness	main	1	0	0	feb3725baa1eb83f5b70870eff89b150a289ac960e8a72d2ffe44fc39061fb04	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	b205c3e86803b9168f9f3daaa5ac1dc70ecc8899ad7ba3fea9def006dfcc5456
shimo4228/agent-attribution-practice	main	1	6	0	f3ca1b923d5708f4185ebae24ce390bf69b28a4192266ed117f3332be47ca193	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	2d0af3e047ec984654c77c4919e389d7bc1cf26e668b57b9709280258645c6ca
MRGRD56/pi-omp-skills-autocomplete	master	1	0	0	f440b6f614d111530fc3bfa685d898c5ccf339ca9616735498b6bec0365d35e2	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	ffe62718292238a776baa245277f0250fb5f4b4e7eef72bc885a182d88bf00ff
youxufkhan/my-opencode-config	master	8	3	14	a89eb733b021a5998bee24b525bb4fe61aa4c54a777ddc77c6f8c403c28fa40c	1d1dd49b2ea226ed32d3cec787ef24b20f7030ea3d524fb1c228d80930b08e1b	README.md	0e84a533519d54eca030a9172f1ae631d2184c369f977469f72ef13679b46579
migos1990/ai-eng-team-harness	main	1	0	0	8249b31d3de4a0b619156a358004f8fb92966e1ad9af710916e93e01ca63a5ab	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	73b11bbf9d7de61d428df0236edaa0e22feb0cb634bf995c066733feb90d09c6
herreravalenz6620/context-compression	main	1	0	2	5b884e42baaebefe77fd871b074cebaa4e2bc763d75c335fc18f5f250c0e38e0	f7786a47cf6b6263409516749ac056e4161dd820b4b29434498bae750179e5f7	README.md	ecbb1b3f43790e224f0b1304e2c19282c2936ae007e1085e31dcad883b471af0
uzysjung/uzys-agent-harness	main	2	149	191	51e9bf6619cc19f6249f156b09ebbc07e575378c64091cfaa59a3e1cec93acad	cc375f481091137ac2ac49a1b5825af4b55d4c7d1ff8a947032c3fdb739134a8	README.md	4f8371221ef49a9dac163ae0074c970b12ef6d0c85e4cd9627f05eafed317829
hssh8917/cc-skills	main	1	0	0	b544a0271c3ac2db5d3be620d67f93975ba354fc9c4afa210cd522bf6838a047	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	d34167c29fcc1b9c07a54af9bc02c0b276bf0bb4fa4a9e091c280eae5255032f
qimen039-code/claim-boundary-harness	main	1	3	0	d01ea3e45d3f0a89d668fbf2a1f2246cad219cb2295dd0d26d52d7c697d9e19f	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	8525934e9d7f89a12048f48344cb811592510b61e901a5463af917bc27367b7b
frankxai/agentic-business-os	main	2	3	2	7d36693314e0cf391189561071be842644d50e15e7062427ebdb574ede234c83	cbc08c7c860fb01e4c6d1eaaf1d909768427a15963c2b1fb608d43e7cf068481	README.md	2ac221360783397a0e2260cb8a3d1f9a4cabea15346c5b49a7fd2d49d9ca239e
imagent-lab/learn-openai-responses-api	main	1	0	0	7c5c553e59f762aaae9b707bd50a9346fa33426c2e1621d148f0c5ea394cc0f3	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	aee4081344c63dc64e87297afec51e43a1a35c3b3971e8225b1fca03d4e8fc3b
HaaaappyDay/what-is-harness	main	1	0	0	bd42e953314f60c44f9be34e4816674f852c83a5e597f65dd158b1f6e4a7fb38	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	887f320690b4f09c5940ed44e13750a7a7df3ae7676f1a0a2c9cb4e4e8e0eb75
guilingzhouyi-creator/NOMOS	main	1	0	0	4288bd71d336f5e47c87429585ae9bf8ec8cbd630b7f18a19d8c62bc6b937e4a	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	3816ab3c03b9c749ca93af4245780ccd8bf2aaa64ae88d185d149bf9330ea141
benlongmao/Self-becoming	main	1	4	0	50b02065766d361c2f3a69108c0dd472334a9a683e97a08a7da02533e3c17b79	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	7b85f4b034b226f5668a06907fa3b3bf8e15705995e166d4c7538eeea6dc49b9
hjnnjh/agent-learning	main	1	0	0	9d2dc354b033639e407e67f242ad466f482706eb2764485a30ac30570161634a	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	16071b93df47b094da268240ebdeeef60b4fbf5d6acfe43eefc7668f23329595
DancingCircles/billing-ops-copilot	main	1	0	0	8460c183c99727e68e05108134baff47e23d6bc2af8e89f728801f7c8913b0b5	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	73d4e5433e88094f484847d7ff0ed3ad69cf46f4888517b72777e23e027f1cae
LeHungViet/scroll	main	1	0	0	4cc5d4a962b6be8525d31ee1f5da4fec682510dad666f804c8d19107fdf0041c	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	54e5ae67138973513a005052f2ead47814c8cbb46e316423c42aa43bc414da34
gjkoplik/hiveplotlib-agent-harness	main	1	4	0	90bf29270d984e93758b343e8160cff1b1d2f903f31196f02662e7d9483bb5f0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	26fb746cd5ed1f5226280bbad709ad8be5ce5925114e749cec987223c6be60ec
mossagents/moss	main	2	0	1	7cf2561a91edc539be751597ad5f48fe2b2b0f256527bd12c9eea068ff011c95	c053af1add1c53f6092d7d6fff8e1b0d2c60dd7ae3467655242038fc9ea1798d	README.md	10824cf56f822d07950279f5609956ef0b64b88cfd0f046025564687d0bc4bc3
lian-tian-mo-zun/minimal-stable-python-agent	main	1	0	0	44201db3227967ac6e2f41225c10f26ac090282d0774b04c310e1fd6ba6d00cd	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	16de7c323e6a2f9c4582f9a096c612019852fdf28fe690f9d8ad3ae41daff822
AtharshKrishnamoorthy/ARIVU	main	1	3	0	b55a42595a1c4240aa415baf55bec963722e766aa024b6578f321e269cd81c71	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	5e1bd6c4aa479d93bcc39744ccded6f91cc674803bbc908c19b4c1182cbe3b93
gzb1128/skill-forge	main	23	0	25	47dc42f2766780c8bcbee6317ff065072b07afd0d675d53b088d4f02e2fb0486	eb997f1da0283b6848281dcab4e279cbd50bf36b3cff40376197877460509aaa	README.md	2fd06bd7c9ff4275638c06ab479735d7557c5d9271d1e107051be5cfc3ffd97b
KoreanCode/orange-hyper	main	1	44	11	db7dee4fd819ff1dcd8359b007d92bdd5a751c7d15b614fb16f63e5693c6e249	c047d5fbb22fc7e0156235f7cc77c079988c740302470cb66fb07e7e3f8b225a	README.md	00cf5891d04062a843a034ab98f4c813d40f0905d5546dd4538bd71d17c8970b
luislozanogmia/fixingrok	main	1	0	0	70efa09e4932a28c1e9628f7d01a8e8e4047844cf315fc9d03c626f6ab584eb1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	9a33c01925f4a963e48c9fc547be462580d41f66cfdeb0bd7ed288c95635d720
NullNyx/just-harness	main	1	1	0	6e4349d85a2f23812fd3c964598e3db805af863eb34944f8ac7749e2e2835915	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	f7a63b01d8e91c8a8ef789844d0058ea20f1e550d1850d9a9066367e60683380
Catfish-75/claw-task-hub	main	1	1	0	b4bd5e387cb68bb0c4783c6b8964bed02963a90b1b7496052791f30dd6e80832	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	df02a1589232210d5b904e52fd4a920418c7b70c9afd8158f6d8c00e675757fa
jimmc414/opal-harness	main	1	0	0	8bd52bbba14690e3b2e27f99de04dcabf09b8d3d46f1a1f1d568fbb1490d6340	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	116dc374f2c00cbdc2ff05416847b8371ab5867fae3e615b9a7c4023dec38f79
hiloopai/hiloop-interceptor	main	8	1	55	4282df021670a25e8ec29872cffb69b45cbfd52538cc2a9262ec8b45aa74d62f	9478a327377be11ae7338242f23dd7e4bd722b98acd1e36399dc8c8c74f75e68	README.md	f1af50f9a2812a698143f1746dc6f6d9b9bfc5efb2ced349b151a5584acd8d56
AnayDhawan/oss-launch	main	1	1	1	452da365fd75279c7b479dde1c854fefc59e85b4675a023b7abe484a10fd5da4	0b20bcd1e6ca3c3cebfc8faa6feaf989e259b76510d5cd948d436945b7f7a500	README.md	d553c56c569878794338473ad869fc0e85b47627c2706b1e833dc0e370faec52
uppifyagency/loop-kernel	main	1	0	0	6fcbe4f73e57ebb7ed1e8f0a0f9d209140b36c554da316768e43dec0663e561a	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	7b6c1f3de6edb7bf4f3d5af6e0f15072ce85afd21a42f36da42712fbd36f38ae
elizabethfuentes12/resilient-agent-harness-sample-for-aws	main	1	0	0	26cdf049dd0c47abef8dd93df083cb3f2b8c15da624ee7f61e6232ea472a0b47	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	73f8b20df08a6389483a91ca82b91c356041816f74abafb4674ee3c464d5cbea
BeamusWayne/Alfred	main	2	11	0	47197d646ad40c132dcadaf10bc4f89a189a320b3bb2da28969713a0302f2eef	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	816961a0da5185fe8ed5ddf8853caeaf790fdafee6dbad31cbb00be48d059c7d
acoyfellow/terrarium	main	5	0	8	3070a2f48d8e31ed15a44df81a878da13779f901400d4d13452cb103fa0924dd	dd6d6cc4a3056c5a362ed2f83f680ed7392f1b62e4c5daba8c7868b9d494e881	README.md	2fe4fdb84d67a94f9e299e0564aa7b8e7ef3d1c30eb529bae3a174fc76153941
shiftbloom-studio/myosotis	main	1	0	1	d1ff390b589c50e7ed6291e9b43cae481deaf14fd973f505c621f359c77e4bd3	9698c1ec2c6fd05468115d4fcc69aa289617085d782d55a0192d84a25859afa3	README.md	b927b9cf69819e0b24b885d75ec873a89bb0e2f1e73ca95d454034ffefd0bb8c
terva-sh/terva	release	6	33	0	014b90a81417e807adc83f89908fd787633ae9cffab01b8de10fb11bd9076238	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	f6d08238f2646297ff4fe09db62e6c540b9569923366fc798677bfebdccd859b
xLabel/AutoPatch-J	master	1	0	0	503e054a2102014cb3e0c9af2e1de54f023d8bd8c36cb1ad96cdabfc64e1486b	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	c20ca4745604a1fc6576aa1d6d28745b3526ae9c7a6fde74d7b6b52d3240a0a3
the-sid-dani/second-brain-os	main	1	27	4	26b4f246c731992ef7828f43ff5ed126347b837e55d1960597cdcc47a1fedd32	96fca8d15464c89f486163131b07e2ca5d0a3d09a979da537eb91b4d75a98e22	README.md	e70b64fd907ed4a644028ed093765043942efa7b2b1e4c4fbf1aed9d5355e7b1
jd-solanki/krutrimbox	main	5	6	4	ac37aa8c757785ef0ed632cdb4ba46e44637dea09b0daf857dce0e2a71605cb2	bf4c790be4e694d5996843d30bd6b4df0b3810c31c91563d14d4f14eeb9a6e18	README.md	03558043624c73798186197cc186de9f3bfcdfb641b43dd6335a9a60c7293601
zkhorozianbc/reps	main	6	1	3	a59d362569251b4c5624e6b8cdab9652359bc3567263b69da13ca61019d87b59	3bad07535f19d4a482b5ecd2117f1b98de50e51203b215b11787dff9f0271f5e	README.md	e7cdf755d5586963c67e8ac8a492fc441fc5c7a38ba99bc16f66aebb71f96b23
wang2-lat/micro-harness	main	1	0	0	7934c6168bf1cf5bc26be9ab44968ce9d8c5467e7cd81a4d7399a87dc3809bec	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	58603424f147694f8e4370291e88f61948cdb0f85f8d93446d6d746c5be46771
RasputinKaiser/Self-Improvement-Plugin	main	1	0	2	2b0d90f195f7c2d82e4ba925d5fcfd740d73ab3a0d6373bde235e253291c5314	612246214499708d191e0c71a7c2c062ccab9b1d29f2dc0b553e18d035e040b3	README.md	1f10389ca827f9f30d92b77a1ed356206a1d82806ca9992cba6d0645055f3d5c
samiralibabic/open-ended-agent	main	1	1	0	bec5a491f768b30b6dbbe0b85fd827ac35dd38e176eec026c54313a43da5ff6b	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	7fe38ac3f986705a6b6e7b522bc6125ea529f3aeaebc3bb0f23e4a206de025c0
baksohyeon/mogui-agent-harness	main	1	0	3	039d381d6fa1f4105884b3380d10bca3187e4351f6fb0c86ee019a1402e5b419	a5c59099433d7e8637691587b5ac35754c0c32ad10a77c2fed0fe6545d70f0d3	README.md	eeef7c09a1cd5e5bc677a2a7aafe01c1b716fcd5d3dd7bda0349b522807e7289
anthony-maio/agent-harness-90m	main	1	0	0	dc68194bdd3eb6ab62bd94cae54237d13407a0932410f38eb7ed40813e55d22e	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	0ee0d88a91e909faeb57adf2ad8df03f1ca8ab2f53cd2e311c5f850f8f474a3f
mantaray0/crew	main	1	27	38	64c4d75af99bc974a7a01a742a54732c8ca9d1682468eebaa572b1115e2811b2	42c657abe1a8dd2088a315c03698d460178708d00d80127a7c62a7ea713d790f	README.md	05d391b7bdb1896cdf5461bdc5faba35355e850aa7f14b10efec43607436f100
Othunderlight/tammam-agent	main	2	2	3	3b3fb95872876217ebf7f596138c7dc441a27821310f11492c74af44f7660555	8855bc23a0819d2470764b8eef56c4fd8e0bcaa393dc6ee5178a17355c4fc37b	README.md	e7634f7e16b6264e18c79baf31eefc2b9e33dd1b78f7daa0a392bbdb182790d2
cpplain/lorah	main	1	7	20	8b08e8068f173490951379d907cf9bf7b5744984fa4ae0fc47477f2b17bb41e4	061a45308c6af8e1a595eeb789bb805ff8d60119c34fd967226e6a5d67b47271	README.md	e5c20d94613c1820d57c626b49544d060b6df81038044e0d957d65c62be2537c
janani-h-kumar/em-ai-labs	master	3	0	15	cecfab336e79e1d6f55d671adaf717bd0da743056ae9ea0a2046158a5b0c940b	fd2d1ae0707200252c903f4ca7e1e72bb8cbfc8ba8d782b7788b9aa4b4441f26	README.md	ad92b76ffc1f7608dbe3c61ae296a4b706bff78ae996adee9544ca43149b0f29
maxkskhor/pokemon-harness	pokemon-harness	1	0	0	e0985954dcbae2cd46bf2e7a3485b88ba33cc3c28857ecd7d795452f84cd1d49	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	f0bf1307655367a2a1e4e6235751cfa0faee85b025360810795e033a97488bd9
bhanuvikas/minion-cli	main	6	5	7	e04a554ba597de980d29591f89b2ee40a15e7332db167130f998827b02b01cc9	b6c231a13863c58806d7c568043837eb9f8faa291e2e26241e567d4fb342d093	README.md	20a2f5ee2a8067a898d1d4e10f002e2681c52326650bc379b6b729e9792fcad0
kedarvartak/rote	main	16	0	15	3d38ed1b8e1ffc00d1a8b0464565660074b23799fb240af4350d7f7da90d2072	e662935a2fa04c5f3d336f388e6f4f648f530fe7c065dfc08b2a934ec1219dda	README.md	a5257440b7697ad6df4fd0cf8bd202d404c1fdf41ed62f89162983e6ab08e5a3
pko89403/A-RAG	main	1	0	0	216b6be5269565bea94305a5b0ffaf8320bbe749eed533fd276c65b9f645be6a	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	9a7e0d365faeefdca43aed125f8e7f19e685b96f967b7114be2f66c42a6ecdc6
contextosai/skills	main	2	0	6	774d6704f1510dc372944a06be38bb04538dd84442f02fadc9b821458dc88e8a	bf228abd394bc3c168935c7d1a4e5aa061f816bb6b49114bae6809bb3f73cda7	README.md	7e29a032cc8623651a86e47030a649b78c0238f548bb8f4b2c566c0bba420d74
