source	default_branch	head_count	tag_count	pr_ref_count	head_tag_sha256	pr_refs_sha256	readme_status	readme_sha256
limecloud/lime	main	1	99	43	5b6e1f85d5bbcff7a3c30a915f9ee3752af1c019e55df99df343d4e7e8435cbb	ae3aaeee5751956507d6cb8f60a27ad2bbb3c2365fd721755047e783c332f2f3	README.md	74c367bda21cac48f33bf31d8a9237d85d383318aaada48b1762f6a1b18df552
agentscope-ai/QwenPaw	main	4	87	2936	bd9748e92791ba3f999a9c0e531f73b3628c3760b0583c0d8253eba163926131	3386ba6cf3e096ca98f7027d2d592fd9bdcda5a51f27ddc7f558dd02d8ea5435	README.md	29315ae87c914f3369925d2a371171fd936662c7624d595236ffbd74d0825115
tmgthb/Autonomous-Agents	main	1	0	2	d868c0942d6d3a2bd2e33124b7e06d9fbe585f979044bc0335e84630a8a7acaf	21c2bf1d5df41af35e26c904eb8df09ccc23cd64aedb4169f33840f39c9d7d53	README.md	8181f86ac9faf99180152462dcbc55f1178de67fdb15031031741b6a9fbbcf55
Picrew/awesome-agent-harness	main	1	0	50	d10b90a8a2088d24ebf379c936c00a20e06a26845e75647e6d2ce25b4270f27a	5f8c1902844e249b7441f7372563b2537504700bb975467df7c7585271d4396f	README.md	d2bbf62e2c9e412b9fd9ce0ac171190c18b4b7495ac31065c231c3eb215b3a5b
holaboss-ai/holaOS	main	37	1	374	f3ca2f7983268c7ccdcd769028cab0d57b65e5f49d463f55352739f128b63755	4420a4737c49319d9a067fb51f4b8002f0f4f0f6b4594b21bd95c0ff350e080f	README.md	73ab776c9153c1d254a2a5500300400f65ca48a523794ff60957d70fb85ce1c3
first-fluke/oh-my-agent	main	7	492	566	97f9d496650430819677ebdc20a7411a535e0155432c335d1e68513f868dbbe1	57f15ca0edc42649ea310dced80972f186ba24e85308157a430f278e2ddc689d	README.md	38a6c45a1cdf86d029d6675cff76bc0c6e8936731d9f131abbe7f84f5132a3dc
Mintplex-Labs/anything-llm	master	114	33	2119	b47cd6ac53c320f21c3bdefa71fe7e6577e06e39df5647e20f47bfb02268b12e	f3297f5e63902e167bbcb51b1428da449cddc43f926760598ba68a884f852ccd	README.md	31e19cf5ff75054f3fe040a3305dc37e62129e329558bf58ed236989bd2e8669
trustgraph-ai/trustgraph	master	81	560	914	28648c3e956268d5194ccb7a3848827ba52b38f8b672ac9dda383cc931e14ff9	ae8f74049065f9e1848b989640ee009ebeb856062bae9b42eab7f03df4165e96	README.md	4680ccdb5aec118dbffe443c61996dae2799dd7f87f23f3625ff6b76499c50e0
ai-boost/awesome-harness-engineering	main	4	0	188	45063e344c82c95fabcaafb724bea3db89998831880144f8f165cb387c2c74bb	a990a78614a5b597c9898608f2998ab9f908c1b8a85cea035408aa2d8d71af17	README.md	3e502c1ddaab793b20a6337204ff6a88e284e3f754ca87fe888591a274066c83
peteromallet/desloppify	main	4	10	293	2eb58a59eccfe866ec6bae57e3b6e6e2f234ea63fba4da589d5baf31582f5279	4de15945ae28948992ac1c5c6a573d90a9a934e9377d35ac2d1ff4837a72d8f1	README.md	4dcaf389299b071a9e954e05019f49024ed59af2d14cf52836f4e1e029829451
thClaws/thClaws	main	13	141	88	d3512b342d0c92fcb85127bfff5a5b28b446cd140d2ce27ad03313eeb220ae08	b521c0a7f2b88f879aacaf2a8814b8186c7909d4de8c3ca413262e026b62ad08	README.md	a4513addde90cbd239fb32bbc3d07e5b5895b289a0f8508f0b46ee1522d3da39
lobehub/lobehub	canary	722	2949	9441	c2650ad6ef32cd1e109875c26b20113e658108edd5fbd7d9d0624112056b2e3b	8f496d13d10dd611e61283674ebab3eec587338127641d05a4025343424c44b5	README.md	d28d4511159dd5d8511ff4166c37855125fea5d5f5d6e0b552f4a32b6090df02
Chorus-AIDLC/Chorus	main	46	32	372	ad31ff16cf53d0096af9d10cc42d77b11aecd9febea5991134006016a3ebbf43	14eae49134e28e18565d459e49f7db9fc1f3c930172e003421e633c3c3afdc5d	README.md	2c19938a69555b08c41fe02057e3d146e635317eed3ee2e0caff9fd86b6a9bfa
AI-Builder-Club/skills	main	2	0	8	de5da6adea6878dbbfe765c511f4ad58629dc7dc581c793e317f735be57770db	edcbccebec044a0a0f592e75c40a5bada5d2c4102e74395b2bf51ff43ef549d0	README.md	a9654e5420f31d22557a8af75f91080791d71c54a67af2eb126654a7ba54170e
mateaix/mateclaw	dev	2	13	158	8b8348258328b177eabcb089b2e07bcb940138d7b0d29dc99248cd7facca669d	b2e7fa196f0d0597ee5e385e8d1a800dad5d26f2227b97415bbf5ee5ff4d8ac8	README.md	1058e5b4911e2c31cb3508949f3912fe7eac9ae7ffc601e1f75a83a40b9394a8
desplega-ai/agent-swarm	main	764	133	882	35793d85204afb7cd576a0b4b861cbe8eca11703e625e2376a9ad3323aabc9b5	08dbc315e4baeeec2472ad3253babdbcb12ef59572c42e15d4e02396b84e3c5a	README.md	ff4098eedc11755e7705f19d20c4671e63664f3763aea08be7d2711c458f7da8
zhnt/loushang	main	3	0	182	13eeee24fcb1d83f2c5849363021ab05d9f67e2532e73c3897231b5020a79fc4	7d33abe0ce8ee63a989146ee18b328feef2b8fae230cdbc57b0837f7c45a7858	README.md	21bd2722d4bceca3442296397d6b510eb50e24f0f7b98b7795376458432265cc
AutoJunjie/awesome-agent-harness	main	3	0	40	a77586f66bec7fb47cb816f57d069aa089e19f984afb0a7942b5972087edb503	08e471d48d5baca1879b2a0a213440fd0715ff0692810c0647a61e21d930acef	README.md	2723ec16b8f78f555dadd40f94f315914d0b841e55455c0c225ea20e5769ee6a
Team-Commonly/commonly	main	260	3	569	8294d89457e1028d096b601eff340e4d23ea9be591bdfb204a84a752c639a709	6668180b1868a7320a61c3770d2072a941d2946bfb7446052c550663064aaa31	README.md	5287518fbcaf3842807d5a5c2a597406598646c9b9e789a357bb41cc510dfecb
exon-research/genomi	master	1	1	1	7482071dcd2e68ad5941066032ed46e1000ac67fe503a95519cf292ab075051b	aa5e0e4a0d82537db818cc8d6b86efa96474c7dada9a1d230d95b95942b47414	README.md	a278860641a6412d2a0a27f74edcd1fb5547247d0f5a78cd5ad062586c352bd0
clawdotnet/openclaw.net	main	50	4	148	e31c7c1ccbb73703619e71d697dd05eb8e769c63f4a5c017f8b8a1d8390d7f83	013d2721b9410917a98f3f068f2b1c2f48054ae6bbecef71743e1ce36114e6a0	README.md	0ec4c4e3f24fca6be42d2e4e5410ebf251e37ba07c4e7b5897af0797103b1283
ruvnet/metaharness	main	48	3	92	e44e997eee38d796cf41edd42224eb50f50fcf7cca9c3be98fc9a4b712f02583	c4edbd71a984a213fe925ecc0eaec81f079034447d9b8bd1c766d4e42532aa42	README.md	0ed766792140b06c18abb61bb83474c6e0e88b5a9eade53429ecdcfebda73643
SponsioLabs/Sponsio	main	6	8	100	09caccdb1dd35913bff7ecc78073019bbc8c14c0e9a5fe4c782fa9dd9427f919	85da6936e86e2a008a438c7b48634093c5701b2e7060ba9e1c9aacfd4a599a11	README.md	604f7924af49eb81badc42201360d1fe02bd3175f75ce11d2e4b56f16cb3f8d6
shamspias/customizable-gpt-chatbot	main	7	0	19	45c7cee1d475ee721c53c6584ce9f81814aa862e38c1c64046760de292b7d03e	ab50080a52bc70a337cf2aefcf1c147b4b1fe1c6b7230a449fe5210f407d8c03	README.md	04f02fd78b256549f63960823edee288a3758203d7a5e4dacb4ed0b1b7a0f093
agentic-in/inferoa	main	1	24	6	7cbf6f668290493ebc4ca1d1e0254f951c4c596060d667f55c909f137a2bce88	890c89f20351a5cc10c705b5a226a77934924cd3a42e06f34dffd9bc171df385	README.md	ceaf3451111513ed7a1767bf2a2050cb491e77ae61a0fbc7c25308b3765439c0
deonmenezes/mantishack	main	11	0	105	a2d11b811628ae9498b50ec2d9b44ea4b0173cb040293947e52ed5452e84da06	152f60668542d2bf37ebc5acae727cb91a1c3eaea0d679a75ec44127c2d6fbb0	README.md	c19daddc788bc82bd8b712193fd8fbd5e7109863e0e52f8ff1ea0760ec420894
Gloriaameng/Awesome-Agent-Harness	main	1	0	5	893ddfdf4ea4f2e2a10d6d19e1f165f0b67b99cbf80bd59eb2bc2f4e0d7f7e1a	4551cec4266cd471b597a73ad02c3a46b34e81d82a5a8599208085495654563c	README.md	ba6af86bd14f7c267f636bfc84e90fbaf5440be7f9fa059a6e414c3e49b53f33
0xNyk/lacp	main	75	14	118	0ba3f475c946acf241cb5e9159b3ba13ef4f40742deda73397b61cfaa7121960	6593a789219aa2e98aeae0803957d3796c42635170a0ef459249ca078c7a2d88	README.md	fd2ced13e12f0f80b574f51d17236fab4e3af3ae1db0d14451407149768a9d66
manthanguptaa/water	main	1	4	5	1aa52149635baae12e23141072c8d49909851539a0d9f0bdc7995a79f21dd394	ddb21ab350497c1038fde9a0a9f30b73c2ab612c1e54e163aef274f90b1e66ba	README.md	d5e1f0b49946371121acbb6750899d7cc29469410d30bfb480c65f1e213f0694
RyanAlberts/best-of-Agent-Harnesses	main	26	3	51	bb1e8fcb07c7b283adc42f0c6c0ca35d8774f67d24d74b324b0baaf2b6394715	afe561a8315350a613061bb190936c02c2317e9964efe2ea9b673eebb83f7d7e	README.md	59c401dbb760f57684a245ee0c1f183153c20df9a66fcd8f90811e94baca0044
omnirexflora-labs/omnicoreagent	main	3	34	214	a61b4727ba5a0243d8ba0e0cf29336280ea97f593a80ac3862855ac85900f23c	4c61bc6194ba7fc73a31233cb24bd65675e6e6fb551a57519b257882a2ea66d3	README.md	2f0f7885540084606e1d83e263a3973dd65d491a51df4dacd63359c65ff80209
Intelligent-Internet/zenith	main	4	0	13	7ea979855b65ea1c4ba0d20fdc6b5e72d07691c8cf9707f89c901f5599665537	fe2bd7324c135c37d4e7cf6ff0b23b7aa1fab582014210c0d47805d207d02745	README.md	185dec0dd44d78d947035b620c4d6cea53dcc0d771f2d4809c6c37433aa274b0
LearnPrompt/cc-harness-skills	main	1	2	0	b9d6d289b42c15e576def94f1b462c783ac0906c298248850846add19448ec21	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	cfaab5540063ab95b9bfa19fab718cfb20462837e5872d36a0006a1e6384638c
ReinaMacCredy/maestro	main	5	55	76	740b910760a0a719289be2fcc859d5a8f7c437e306753deed3e3db10524792bc	9a5b228d3b31a36f0fd5070231629eaabc76edaa8d902b19632b7a3d7283eb98	README.md	9b8f5a4ff6004eab4036395863fcbf6dd4ff9383063992861e1d4344cc323774
bitrouter/bitrouter	main	63	67	489	4e25d164ba44923f72936b77d4af0329c725e41f5b2cb0f961a7fece566fc67c	5c374e755a9394e48b3b9424892e00f0dbf4fce5ba0a90a3b51b90a40fdd3ed7	README.md	7ac32eea366bbdad3af108820fbb522c9c302d2354e056cb40e4551f6b1059c1
mattolson/agent-sandbox	main	3	5	125	d6b8292b35b3016d8cbec5e01c941b19e1664db6f21bf3f21267213e743811be	c5bf21ea43c51a779ef1d045906aba18c439ceeec8b54fb5d32cdcd518787c9f	README.md	f3272badd77b9c96221d3f38fe25339a19a6838237cb937921a8183dc9fca06c
Zleap-AI/Zleap-Agent	main	1	10	2	9a3cbe3c2165d091a82cc5eb9a4216b792d84779b151542942925b201fc829f4	56f670df869fdc910a880d8fb7f5a584678fc112c2435d6c5c692d888e671920	README.md	0749ac7750136a93c8cbbf82089143d48649b180d07b4025f9d99a2b163d42b5
sd0xdev/sd0x-dev-flow	main	2	112	2	eb95e8d4fdf9ebf82f11232d72a962fb55d6500408a10263f8727a28e7ff54fb	0dd386ea47ff63b73de732d9c74363f4df5b5083c3b3dde26ac8022dbb1e7873	README.md	5a20e9576cb8b69253335f2ae0580981e74803014f2748f7473771be9a6409a9
Magma1321/mythos-agent-pipe	main	1	0	0	671c8b2908292d8b7cc729442a8352fb00f29451d188fa21e7018da209a335ef	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	f722177a68ca002e1e103090f320c667cf70669ea082ac0b53215e5baf63daec
romiluz13/cc10x	main	4	29	15	d03066baa76815a70adc82fcd38d231988fa9d344c9841d53a9fd8e8c1ccc937	c8a2d89cd3dc37b2507c4e147508add2c43e13dd5eee01f83924a24cae78f9e5	README.md	b18d47ad06bfa2f7d58683f183ee58f2ba1ee0284ea8399be1ece4d814b8a437
enmanuelmag/agent-harness-kit	main	2	32	2	9ef065b96608a0fd15ede638ed0438572dbd36292728277225d5f8bd39cf8234	a2c448c8d6925abf8018db8e30338f9d9865a7daf45e77c001ab6adf2fa31efb	README.md	bb6b5504125863d6e1eb1b4290eea90832ee14748bc018dc46714f37388e7c1a
RUCAIBox/awesome-agent-harness	main	1	0	4	145fcf2f3d709f7b230a43f8957d808baed76c5a961cdbbcac64287b9a0e4bf9	952dbe97cbe97e1ede92117b2efbaa9b918ff41c7b9b8cbbae4ab5aee357d7b8	README.md	d6aacf48359a46fede05ebaf95b31d4d061a7e76f123a7fa45fa95acdcaf85ef
inngest/utah	main	5	0	26	a66e69423158c1eb096b828af2b7e618de042b95bc4b7c8eb908b44888240793	45bf8fae5e1af3271000c2525f1b682afb873c071ffa16eb1c284a6203f11607	README.md	48335202de0351f75e8dd7eed89531882a4a71ec8b0bf0d41334484b69639ede
UnicomAI/UniHarness	main	11	0	30	ff1bb1e3417405e655a1a52a8f351f8b7388f7d54a4d5ea271b90fa949f52d18	8d720187d0d677043b114e803789fbc08149967251fc019c0352e693318ecedc	README.md	246bfaec86a1b55e9f10fd2d4f1be9cfd02f18f1123a132ba3b1569026c0a951
deepfates/cantrip	main	1	2	18	e21c136df765131f78afa95c12b455b93a80b62af22a22705f2747e3fdae8efd	9de289eaa1d09d74c92bf11b103611dce961e4e8ebdbea025b7b177a76da720f	README.md	ebfd5334663cc622a640870dd70bb76ba05c765d69f67e8a6db703d38eb651ea
wulawulu/learn-claude-code-rs	main	6	1	0	0bf689b92793d9c8a08eb1182e3457feabaee3cd0f0e708cdda96b65d597cd67	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	ec0f47ba3115af06adb3ddc6f9a17a9c6ac1e72ab8fe5a9ca9ee63ef2a310435
RightNow-AI/AutoMegaKernel	main	1	0	0	99f02687b82fa45ce3157a7d77cc81209109cd14c441d1a5dc8ecfa2d7219bd7	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	1af244462ffa8fca6cc279000a14e438a2b6ac297086498fcc7f140d8090f738
SonicBotMan/SoloFlow	main	20	9	40	d3e8ca29006e39eacd4bf67814f88773b361404326b2d946ed505be9602c0f04	27555d444735a9554a4d9d513f477b1d7b79fea39987d1ca89c30c3c0b96afb8	README.md	cfcdd3dbcc9a446b7dfae18a9b19558b64dbeefdefa934e6f939b733d01e7756
shamspias/reins	main	30	0	33	cba53a4d615a903e3bf4860c306a4e7b773489cbb42612fe08bcaa326abef9c3	6c61cfc702b4d675642b2211640b884bb0b6a42669d64abbf8ca546d9c243f83	README.md	d1f6d6114fe5215a357687edabd0254be31ad9c312b653a0171282e160f0984c
mturac/everything-openai-codex	main	6	1	22	c4518b6ded87d6805e5003e19b5d42d224188bf3689052b53a414de3138f2101	55854e3fd3638704ca06a8c703cd45622762e40c415d22ca3f18a89255e3f074	README.md	37480fa31e520baf674875e3f5d4b926aefe73949463a67b22d52f575f8e39f6
WanLanglin/-awesome-cc-harness	main	1	0	0	c5c5c857148310aea4a795741b2df368da11fd8b6e5757c7c684eb5d433d63fb	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	6f7909a644df0557c8e5a894234ad24eec4b6fbbe1184bcf4ac242264793fa02
7-e1even/learn-agent	main	1	0	0	09a56e9132dd5d403e0553438b74f82d07c5c942fd7154232d7e5c0b397fe393	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	370a7718ec0fba413867cbc1acbaf2dc05c464eb4636e4ec7a6ae92d8f631c94
smartcomputer-ai/lightspeed	main	4	0	24	69202782f6c050ea00dc9c6a74245b4ea2e065efee7bbeb197e2b8b71455dbfc	166dcf93f5b922a5bbd5c91e4d9e61b8198bdd41291abc505a37a8f6c5220f84	README.md	85830bb11e7231cc059ecbbe7f034d75bc94c9e169eacb149dc85542a1371e2f
genai-io/san	main	2	112	257	9579cbf5b5aec2ba4a82abe6905ca00725175be44a3ab66f0a2ac577ef873ba6	cc8e3aed72ca361f6767ee252023d7e991b9e937ca69b51a4f7ff712117133a5	README.md	51daaf7d9b1f069de68a84974de471325bd58e6602e1127925cdf9969e5a0de9
appsoftwareltd/vscode-agent-kanban	main	1	15	2	613cfbd95442b09f7102fb147b3cc80a534619171fc9d8525ccb64d7753d8dd4	a4a19126da119447f51d24367e122e72a5c1f0150f5d745fa02c68c3376df8f2	README.md	abc61a5cc926f16f78490d415a43d350df3b0a3510f4227696c4738dad588899
vitaliikapliuk/modelharness	main	1	1	0	3dc343477685b5c3ea56f81525d30a67d8a744c2b0b0d9a31fd96a1345c1eec2	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	3df4434b04a12bd45e40d91be90dc4e6d3f1b555492826758358fcee122684ee
mvschwarz/openrig	main	5	14	7	d3c01958d6be4d915bbdfc9afaf3b8d9ed6924619a8d85db29f971b37cc73b16	855c70d6c4ddd523da32dd5f8ce36ff141d2933fbca68632c8b396d906b4a6bb	README.md	229f76f7f09ce6e988f860822d8294f98e350177d56d7cb124e82cf7ccbf1fb4
holny/Agent-Harness-Develop-Book	main	1	0	0	180e5925ed9bc9e3b44d7753b21a8edebcecf6be2b424735a056c0a9412d3937	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	c505e0476dfa5c1d6c4eb0cccb60211496ac72f68c3a718b34b7ccce3851d68e
Coral-Bricks-AI/reef	main	1	3	14	f47c239014fe37df3ba6146f65e00288396b22ea8acc819c12cc894a346dd95d	a0a75b18929a0dbe261cf98e1fe8fa37b2892b52b7107bba8d7c251b91c1e7b0	README.md	ab81a821e5656d95c96f820d039f656fb930afae0100fc7bdd851f0df83a7a1c
SihyeonJeon/why-was-fable-banned	main	1	1	0	e4f68f1d6c6799efcbd6353c80231fcb1dd6fb8324fcd8eb0881b3730eca32d1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	342e1c0703ef5b94b062084ea986d994d6346cfd89b8454af5273bce99a77f36
TRocket-Labs/vectorlint	main	61	9	99	4d9ad78f780e6575a12d80a1da1baa9735f3370f246fc35e71614075ae3a8770	d3916cdd8be829af6e5e16ea0b4ea1c311a203d88aa1bc7fd868dc46936bad20	README.md	c4ae0f2dcfca5df8037b4f9fdc89754dc1e43b2b1cf4e1dc8c50e5675626495d
strangeadvancedmarketing/Adam	master	1	4	1	f56afddeb7186075ea6a7dea73ea16dc0b7cc17ce5e8556fc191a8f919a5cf75	5e4baad3245d2d8f5d016cd82a9c86358bffbd3aa0831ebd1001f45592c616ed	README.md	fe3276d336c8bc1ac6faf93e962a141957baaeab10d7f7c690247c7a2ca607c8
Mintplex-Labs/anythingllm-mobile	main	1	0	24	bc786f0bba028032e46e0834a117e7f51d0147036cf53ba7fa9b05adbce1815b	ea1c76d96b65d713e7a898074325805240c53632b0f7f9a7e04a40c8a575065c	README.md	d3dfc0f25b50bb4115b515024d41e4ea58c5ac6964df459b1e9de7d3f82e6121
xiaonancs/claude-code-source-analysis	main	1	0	0	267e9cd848e07c9ae2962c163eb37fd466d4c1e87f0c713bf58fdd4cee646472	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	558f311fb2f359061a482051d4983b9064aa77bec3381c0f2be6844245730c54
InternScience/ResearchHarness	main	1	17	1	79a3d76f59783ee9b193bdeccc9d1968d39e65193843df963f9cde9eae98a9d7	d4a779fa66b23b9cde2b12191d97fada3551b24a72f8ac46e992a196e91cc9f8	README.md	61d80250af0b483a6db5d5089553a59fca4939738242a654a43d6b56d09c0fdb
whut09/paper_agent	main	7	0	16	7de7516f99ebf2a6fb94303a1a833d07a3f97fa0b9a46a8cb24a2b8130af9140	595362aa373049e631980657e7d8dedcfaadee827c151c868eefaacc0c8af3dd	README.md	e444a15a4d07d20e9b506d84414b2b820740119d3c18770e35632d0e5a5fc8d7
agenticenv/agent-sdk-go	main	1	19	21	79b9fcd292b79f3a392551a5e858b75ad5e48d73e7369541c985e8363f0089c2	edb1b3b000f38564983992df0a326e3fb984026cccc1ce59a607631340db1c7a	README.md	3591841a3d2008edc34122671b97c9ebe4c68d7d774fa18f130815f673413a38
clawboo/clawboo	main	1	31	46	c0024f7c8d61533c4ee2cc6e9561ff8ddfd8a78998c7471f8d1eb56ec4244bd1	c6a13810029d47648163fcfaf66f46cd22d7e990cae036a6b6dcb16ee254497c	README.md	e3da9a13cced0125023d268e64f46cb9ba46251307d9f6b6fcd496371d34db01
ganimjeong/Harness-for-claude	main	1	1	0	42f25db6fd68eae5395db1acb8fcfe5fb2753346e0385076ea0bd316b9381960	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	8141d644e35b193e1221ba9eaf26aa904e4271d9e7518f63d3ecd1ca669485aa
MatthewZMD/agent-digivolve-harness-loop	main	1	0	0	a98f10bb56dc447e7f5e2cdfa228f17f38e79f7f5761473be3b2b5ebe309cfc5	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	af43fae020c2ae7f86a4d1f03d237bd1c5478bba2c6701a3064e4d149265814e
majiayu000/vibeguard	main	93	9	344	6814b037ab416289ff6fb2d9c580318f612be686a2980f958ba5a1d99f5d0516	6942fe97917e461baca015abd4240cf1674d0eb1119238b99482907f36eba8e3	README.md	5c16f74b5ed1f226b6c5bff678b8686a270c0ca8e4c7d13b90ee56e3a86e9d75
410979729/proofrail-hermes	main	1	11	0	742af20a5a8c72c1a060631d2eaccdf50fdbbc14a3c2da50cdbdc7d326b7ae16	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	9d14c92104900bce5c4cc08fa4a7e7b5d5cf31b3296cbc403d7f98cc2817c1f1
michael-chow-arch/goldfxgraph	main	1	0	10	00a7c7d7c828c8757d32fcc7b32e3ccec9c488ece353dbe2f956eb2065574736	5234959098d77f20be912704885a8be669a8db5934bd797ff2b6752a9c6874e6	README.md	fa13605f83bac537884337d96876e6789389e38a2fb17628f4942e4aa2349182
xiaonancs/hermes-agent-study	main	3	0	2	6dc8c4c0f0c157b7c396100968e5c1e90785b2827296b9b2bfe85f2a7b11d81c	af094181befd828a145fc24358d05c549be660db5e376a81f262488376efdf34	README.md	b8b65a338954ce2376cb33bd4927d01f52cb64d11efbe102a1684f321ba91b75
sehoon787/my-codex	main	17	14	49	bb89ed598647684ba0121b68542cbc25c70ed040350f2f1150f72889276932b5	6d26730cd8bdf0d993f3e02661d56725c84be62038b08631509c5bf2b92fd75b	README.md	a76bb3c18c28a3855ad22f07d8dd0a62bcc85a689c12db28c9e8694a40377541
Rockielab/rockie-claude	main	5	0	20	3e35f6d79b27eb91b1fd0d05a7ab8f8e0d80be5ccaedc182a9dd6adc607e202d	c4bdebb0500d96609653bfbb519a753cac421d721b9ce7e14cee26b174381d55	README.md	ef7205f26572703837709b32b901d2f2b8e51d8968e1a72569dc4ff5d5ff7e33
joyehuang/Learn-Open-Harness	main	2	0	6	9850dd7c5ab7ae7bf99b977b862a2d0875ecaeec8f347e2129175c4b0d2fc4d7	ff7afdf615705013407062b5b82b7c7264d38c1d76a131d3c6b779b8cccc2029	README.md	d0d995db0bf27999cc1181edf3831a9a1ce891051fe23cee258fa4ff457f21c6
move-hoon/sober	main	1	18	0	921544e1eeae07b0b88d3a657280d25c11085de53bf5c840de0dfcce62c405d3	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	7144045f5f8a7c77c1f50a8838d31c68ee717d5a0c949b1c8d8f2934859493fb
cosmtrek/jeju	master	3	16	1	15268b5151afc222fa9ccdda42c7a11f0850da2227b52e800efed74e2a61dd06	3295e594cbc91e79766b95e6352357ea91eae37b4890c2fb755f9e30b30eb827	README.md	ea4cc9fffab352579a67832e816ac5ad26ab5abbc0755e554f7660f9a1570bd2
HaseebKhalid1507/SynapsCLI	main	35	24	57	584246f526f8c98c46b1e7da27b1bee507ce7697e3c47f4663e8ddbc80874d8a	13cc5eedfd484d6cc6fd9f56b043e13fc26fa8362c0edd3a219bc824fe81a4ce	README.md	651442f316c468e04a7a5d4ee846d99a65c52fdbad065b13be60da3d80cee5df
core0-io/nio	main	4	25	8	d7b7bd409786765799988cc3556eea0f9e80f789d32d589cfa86995117ff1e00	d3c7c58fb0a928036277e963a6be9477a54dcbaa956a0d7f3ac9ae076800cc7e	README.md	9255f5c0561a22f171412a35d9c5269e08b97523612a749cf2d491685f7abbbc
edvinhallvaxhiu/langchain-task-steering	main	5	5	8	7e2a4bb35a180203d7dfa5aa2568190b023868c047820d8fc6b970112ec64b09	8a4680163304cdc8238ad9420b3d854b3649087a6e0a3373b2d3c0b03cd536de	README.md	534d18286c58bf91c9b9eb17754a53a0ebee17460f5fb9cfa9db65088aa61c3e
MeherBhaskar/agent-rigor	main	1	0	0	853c30ad06cc65e48883edaeaac8ebcd2d36f78c2bb105376533ab560ce34ce5	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	README.md	ed9eac7d2cf6642a569381822bbc1a35f77281431858fb9d919ae6ddf6c70635
zxpmail/ReqForge	main	3	4	3	6d4c7ed3254487c1b5feae91f372d4f0e599afe69235ac1e66681eae1a556d01	c531d19971a1fb630349ae8780a7baca9814080da9a444df9ca7b7e9073dc0ec	README.md	b33556c338e5ace42a8945dfd89ca7a725ceb22bf61071190eaa1be88cf7af9e
leodido/structcli	main	79	14	172	a7c77ce327f14f16b12a3c4fd3a4204a7c7c3ae8d26bc089596d067b1a6d36cc	6aac377070aef5819f9b10ab86273470e1d29ab20b8f3676f12951d6a125006f	README.md	39720f719fe6ed93949154524c7325083119a6958d128a6a583723989d963084
lukas-grigis/ralphctl	main	1	51	198	4211fdf160e94e7bcd3605d75de3ca03b08372c0db5ef49b2719d46d9c674290	5bcdd251a827427aba90f410a6046dc5316c3ef505dd3f11bf675f97a85794fd	README.md	fc14e737cddca80dcdfc0c582cb70c3b225b19c61a5e2410bcaaaa7bb02d6bd3
WhitzardAgent/qitos	main	3	2	10	6fffe314c966614728a51723756e96ee7ca971a0ee0a7758f44b99b5c5f8ae5a	04618113abf799c71d78fabcee65ee69a576b8b20ea64db10cc256b85ab56f15	README.md	9739d4f2005ec8d45cf4bec9a0f3c9a9d3516a8bc9006d171742601095b39f74
BicaMindLabs/FuguNano	main	1	1	12	ada2b7aa0081b20b3a5b2ac16cbc9310c8ccaac464e6fe87d33e3bff7f7c43d7	e5aa4ef5611c1a64d3a863bc5becc9c56fefbd171d5956b09bfba2819cf81079	README.md	df871d94ad856b665c67a77904051453bad14bcc3fc9c32bfd7f16a4fe0cb108
kiaquila/unicorn-hub	main	6	0	13	f4eec4c5fcb9351b140b53c362186ef6acb79c18c1fcfac9ca556b8ad62f12f2	1868fd5895c04bce7bd99479d3702d8a9ba7b7433dce18fda74e200352f2c34f	README.md	c801f1aca7287cde8e9fe96238b0543e7a83154d9e883a68d8b4f5a99edbe252
tomcounsell/ai	main	327	0	829	655ae10dae2041cf91db1a3cf3b1c9ec12fa23dc3c240c6949257ae94ce4541a	55c8444e1eb41572a4be834b3dc552b613de85237dc2c900acc46435891421c1	README.md	57ec0507eba395b0726f945c301bccefb94462ca907a01eb82cf3bf825a41855
