source	default_branch	stars	license	readme_status	word_count	line_count	families	evidence_terms
holny/Agent-Harness-Develop-Book	main	47	NOASSERTION	ok	8923	2961	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	List|Claude|Worktree|Session|message|Loop|Benchmark|Token|Context|Policy|Tool|Task|State|Registry|Check|AGENTS.md|Eval|Harness Engineering
Coral-Bricks-AI/reef	main	46	Apache-2.0	ok	671	79	agent_catalog_watch,runtime_capability_matrix,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	list|claude|conflict|autonomous|benchmark|token|prompt|search|spec|state machine|install|ci|project|eval|query
SihyeonJeon/why-was-fable-banned	main	45	MIT	ok	1257	171	runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	Claude|worktree|preview|lock|benchmark|trace|context|secret|Tool|spec|workflow|install|ci|project|rubric
TRocket-Labs/vectorlint	main	45	Apache-2.0	ok	775	180	runtime_capability_matrix,isolated_sandbox_runner,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	model|environment|shared|autonomous|evaluate|observability|Prompt|Lint|tool|spec|package|ci|rules|eval
strangeadvancedmarketing/Adam	master	44	MIT	ok	3256	578	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	List|model|environment|Session|message|wake|history|memory|policy|search|plan|workflow|Package|ci|template|eval
Mintplex-Labs/anythingllm-mobile	main	39	MIT	ok	628	150	runtime_capability_matrix,isolated_sandbox_runner,mailbox_conflict_locks,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection	provider|vM|message|QA|telemetry|context|lint|API|plan|State|Install|CI|Project
xiaonancs/claude-code-source-analysis	main	36	NOASSERTION	ok	451	103	runtime_capability_matrix,skill_memory_hygiene,tool_augmentation	Claude|Prompt|MCP
clawboo/clawboo	main	35	MIT	ok	1527	241	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,harness_taxonomy_curation	list|runtime|worktree|board|Coordination|autonomous|judge|event|memory|secret|API|spec|workflow|package|ci|project|taxonomy
InternScience/ResearchHarness	main	34	MIT	ok	6670	1275	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	list|Model|environment|session|thread|loop|Benchmark|Trace|Context|guard|search|task|Install|ci|Project|eval|query
agenticenv/agent-sdk-go	main	33	Apache-2.0	ok	9856	1770	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	Awesome|Runtime|environment|session|lock|loop|Benchmark|event|Memory|safe|Tool|spec|workflow|Package|CI|project|eval|query
whut09/paper_agent	main	33	AGPL-3.0	ok	1160	455	agent_catalog_watch,runtime_capability_matrix,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,skill_efficacy_evaluation,harness_taxonomy_curation	List|Model|status|lock|Loop|Verifier|Trace|Memory|policy|MCP|workflow|Manifest|Feedback|eval|Harness Engineering
ganimjeong/Harness-for-claude	main	32	MIT	ok	684	112	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection	list|Claude|sandbox|Session|lock|context|Safe|tool|spec|workflow|install|CI|AGENTS.md
MatthewZMD/agent-digivolve-harness-loop	main	30	MIT	ok	1619	224	runtime_capability_matrix,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	model|Lock|long-running|evaluate|context|egress|Tool|spec|workflow|package|ci|project|eval
move-hoon/sober	main	27	MIT	ok	3220	524	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection	list|Claude|environment|preview|shared|loop|candidate|token|Context|safe|MCP|spec|workflow|package|ci|AGENTS.md
majiayu000/vibeguard	main	26	MIT	ok	4550	585	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	list|Claude|worktree|status|lock|scheduler|Benchmark|provenance|learn|Guard|API|plan|install|CI|project|eval|Harness Engineering
410979729/proofrail-hermes	main	25	MIT	ok	1703	227	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection	list|runtime|sandbox|session|lock|Loop|event|context|policy|tool|plan|workflow|package|ci|rules
xiaonancs/hermes-agent-study	main	25	NOASSERTION	ok	742	127	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,autonomous_loop_receipts,skill_memory_hygiene,security_credential_egress,tool_augmentation,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection	Curat|Claude|environment|TUI|Cron|Skill|guard|search|state|Registry|ci|AGENTS.md
michael-chow-arch/goldfxgraph	main	23	MIT	ok	1366	228	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	list|runtime|Docker|Dashboard|loop|event|Prompt|safe|search|spec|workflow|Registry|ci|project|eval
sehoon787/my-codex	main	20	MIT	ok	3789	631	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,harness_taxonomy_curation	list|Claude|container|monitor|message|Retry|reviewer|trace|Skill|lint|MCP|task|Phase|Install|ci|AGENTS.md|topic
edvinhallvaxhiu/langchain-task-steering	main	20	MIT	ok	733	206	agent_catalog_watch,runtime_capability_matrix,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,skill_memory_hygiene,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,harness_taxonomy_curation	list|model|status|message|loop|prompt|tool|task|state|Install|ci|.agents|Topic
Rockielab/rockie-claude	main	20	Apache-2.0	ok	2528	462	runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	claude|Pod|session|lock|autonomous|Verifier|Token|LEARN|policy|search|Plan|phase|registry|ci|Project|eval
cosmtrek/jeju	master	20	MIT	ok	1679	338	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	list|runtime|Kubernetes|session|message|loop|test harness|event|skill|permission|tool|spec|workflow|manifest|ci|project|eval
joyehuang/Learn-Open-Harness	main	19	NOASSERTION	ok	636	121	runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake	Claude|Sandbox|session|lock|Loop|event|Learn|Permission|Tool|Phase|registry|feedback
HaseebKhalid1507/SynapsCLI	main	19	Apache-2.0	ok	1061	199	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake	list|model|isolate|terminal|heartbeat|cron|event|Context|credential|Tool|task|workflow|extension|CI
MeherBhaskar/agent-rigor	main	19	MIT	ok	1253	189	runtime_capability_matrix,session_command_center,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	Integration|board|loop|benchmark|token|skill|safe|tool|plan|workflow|ci|project|Eval|Source Verification
core0-io/nio	main	19	Apache-2.0	ok	1314	163	agent_catalog_watch,runtime_capability_matrix,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	list|Claude|Session|shared|autonomous|evaluate|observability|Skill|guard|tool|Task|Install|ci|template|eval|query
zxpmail/ReqForge	main	18	MIT	ok	11722	1150	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	list|Claude|isolate|preview|lock|loop|council|token|skill|guard|search|requirement|install|check|PROJECT|rubric|query
