source	default_branch	stars	license	readme_status	word_count	line_count	families	evidence_terms
Ranvier-Technologies/pixir	main	12	MIT	ok	926	224	runtime_capability_matrix,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	runtime|Session|lock|long-running|event|Skill|safe|tool|spec|Workflow|package|check|project|fixture
sehoon787/my-claude	main	12	MIT	ok	3504	542	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,harness_taxonomy_curation	list|Codex|VM|session|lock|Retry|reviewer|telemetry|Skill|security|MCP|task|workflow|Install|ci|Rules|topic
Dominien/hubspot-sales-agent	main	12	MIT	ok	1975	340	agent_catalog_watch,runtime_capability_matrix,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	curat|Claude|PREVIEW|message|autonomous|token|skill|credential|search|spec|workflow|install|feedback|AGENTS.md|score|curation
joctaTorres/ratchet	main	12	MIT	ok	5151	570	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	list|model|isolate|status|lock|autonomous|judge|history|context|egress|tool|spec|phase|bundle|ci|project|eval
prakashkagitha/evolving-agent-harnesses	main	12	MIT	ok	1562	139	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	curat|model|container|lock|loop|verifier|prompt|policy|GitHub issue|task|guard|install|check|project|grading
ianphil/chamber	master	12	MIT	ok	1269	153	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake	list|Copilot|sandbox|status|shared|cron|history|prompt|credential|tool|task|state|marketplace|ci
schalkneethling/skills-autoresearch-flue	main	12	NOASSERTION	ok	424	95	runtime_capability_matrix,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	model|lock|loop|evaluate|skill|Credential|search|spec|workflow|check|project|eval
chensheng/opc-harness	main	11	MIT	ok	183	78	runtime_capability_matrix,isolated_sandbox_runner,observability_provenance,security_credential_egress,tool_augmentation,change_package_delta_archive,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection	Claude|Worktree|Token|lint|Tool|PRD|install|Check|AGENTS.md
ahwurm/localharness	main	11	MIT	ok	1620	147	runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	model|isolate|session|conflict|sleep|benchmark|trace|memory|permission|tool|task|workflow|registry|ci|project|score|topic
memtomem/memtomem	main	10	Apache-2.0	ok	1265	180	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,harness_taxonomy_curation	list|Claude|environment|Web UI|lock|cron|token|memory|Safe|API|spec|package|Feedback|project|query
clark-labs-inc/clark-agent	main	9	Apache-2.0	ok	860	192	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	List|Provider|sandbox|terminal|Message|loop|event|context|Policy|tool|spec|extension|ci|rules|fixture
tenurehq/GroundEval	main	9	NOASSERTION	ok	2190	378	agent_catalog_watch,runtime_capability_matrix,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	list|Integration|terminal|message|loop|judge|trace|permission|tool|Plan|state|package|check|rules|Eval
openexec/openexec	main	9	MIT	ok	1396	251	agent_catalog_watch,runtime_capability_matrix,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection	list|runtime|status|coordination|retry|telemetry|memory|policy|tool|plan|workflow|package|ci|project
AAO-SH/fable-harness	main	9	MIT	ok	980	228	agent_catalog_watch,runtime_capability_matrix,session_command_center,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	list|Codex|status|loop|benchmark|trace|memory|safe|search|plan|workflow|package|ci|project|eval
Agent-Pattern-Labs/iso	main	9	NOASSERTION	ok	5463	865	agent_catalog_watch,runtime_capability_matrix,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	list|model|status|lock|loop|candidate|trace|context|policy|tool|plan|workflow|bundle|check|project|eval|query
3xcaffeine/frontier-swe-openenv	main	9	NOASSERTION	ok	2695	310	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	catalog|runtime|OpenEnv|status|shared|loop|benchmark|event|prompt|API|task|state|package|ci|project|rubric
chapzin/codex-harness-mcp	master	8	MIT	ok	3251	583	agent_catalog_watch,runtime_capability_matrix,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	taxonomy|Codex|session|LOCK|loop|candidate|trace|skill|policy|MCP|plan|state|install|ci|project|eval|query
BitmapAsset/mythos-harness	main	8	MIT	ok	1511	201	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,verifier_council,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	list|runtime|environment|session|lock|benchmark|prompt|safe|tool|task|state|install|check|rules|score
monoes/monomind	main	8	MIT	ok	1592	394	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection	list|Claude|worktree|board|shared|Autonomous|Reviewer|Token|memory|security|tool|task|State|package|check|project
human-again/orbit	master	8	MIT	ok	1252	289	runtime_capability_matrix,session_command_center,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	adapter|session|loop|evaluate|cost|context|lint|Search|task|workflow|install|CI|project|rubric
sky-valley/pi	main	8	MIT	ok	1081	168	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection	catalog|provider|environment|session|channel|loop|event|context|API|spec|state|Package|ci|AGENTS.md
huahuadeliaoliao/long-long-run	main	8	Apache-2.0	ok	1026	204	runtime_capability_matrix,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	Codex|monitor|thread|long-running|candidate|history|skill|guard|search|requirement|Install|ci|project|eval
alvis-HaoH/gkd	main	7	MIT	ok	746	251	runtime_capability_matrix,session_command_center,verifier_council,observability_provenance,skill_memory_hygiene,tool_augmentation,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection	Claude|session|verifier|token|context|plugin|workflow|marketplace|ci|project
HKUDS/AutoMemory	main	7	NOASSERTION	ok	2772	457	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	curat|Cursor|Environment|session|long-running|benchmark|trace|memory|lint|Browser|task|workflow|Install|ci|project|eval|query
hushctl/hush	main	7	MIT	ok	1873	435	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection	list|Claude|worktree|session|channel|receipt|token|prompt|browser|task|state|Install|CI|project
Nairon-AI/flux	main	7	MIT	ok	8036	701	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	catalog|Codex|worktree|session|message|Sleep|test harness|cost|Context|Security|Tool|Requirement|workflow|Install|ci|Project|score|curation
aksika/abtars	dev	7	Apache-2.0	ok	595	112	runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection	model|isolate|session|lock|autonomous|token|memory|SECRET|API|task|state|Install|CI|rules
omarismailb/product-wiki	main	7	MIT	ok	1165	141	runtime_capability_matrix,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection	Codex|preview|thread|loop|trace|skill|safe|tool|spec|workflow|package|check|AGENTS.md
andykswong/mithic	main	7	MIT	ok	1221	145	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection	list|runtime|sandbox|status|Message|token|memory|Security|browser|requirement|workflow|package|ci|project
epuerta9/vent	main	7	MIT	ok	3634	539	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection	catalog|model|Docker|status|message|loop|trace|learn|credential|tool|delta|state machine|bundle|ci|rules
Peadarpol/ai-delivery-control	main	7	NOASSERTION	ok	2371	374	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	catalog|integration|environment|session|lock|loop|judge|trace|context|Security|tool|spec|workflow|install|ci|project|eval|topic
yfge/agent-harness-skills	main	7	MIT	ok	1522	243	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection	list|runtime|environment|board|lock|test harness|trace|Skill|safe|tool|spec|state|install|ci|rules
EpisodeYu/HarnessSmith	main	6	MIT	ok	4420	510	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection	list|model|Docker|preview|lock|loop|token|skill|safe|tool|spec|state|install|ci|project
m24927605/ait	main	6	MIT	ok	1263	278	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,harness_taxonomy_curation	list|Claude|isolate|status|lock|retry|reviewer|provenance|prompt|safe|search|proposal|workflow|package|ci|project|query
xiaonancs/openclaw-study	main	5	NOASSERTION	ok	475	112	agent_catalog_watch,runtime_capability_matrix,session_command_center,mailbox_conflict_locks,skill_memory_hygiene,tool_augmentation,state_machine_tool_policy,extension_preset_bundle_registry	awesome|Claude|Session|Channel|Context|Tool|workflow|Extension
23ag1/completely	main	5	MIT	ok	1991	233	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	list|Claude|environment|preview|coordination|autonomous|reviewer|history|context|lint|plugin|task|install|check|project|eval
akml2013/agent-harness-java	main	5	MIT	ok	1382	295	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	list|MODEL|docker|status|Shared|loop|history|Skill|Policy|search|Task|Workflow|registry|ci|project|eval|Harness Engineering
Arthurescc/harness-creator	main	5	MIT	ok	740	170	agent_catalog_watch,runtime_capability_matrix,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection	list|Codex|loop|verifier|event|skill|safe|MCP|plan|workflow|Install|ci|rules
peter-olom/manor	main	5	MIT	ok	2273	442	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection	list|Codex|Docker|preview|thread|long-running|token|prompt|Security|API|spec|state|install|check|project
senweaver/SenHarness	main	5	MIT	ok	2713	243	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	curat|runtime|docker|session|heartbeat|loop|verifier|Observability|learn|safe|API|archive|state|bundle|ci|Project|Eval
beydemirfurkan/opencode-gladio	main	5	NOASSERTION	ok	852	339	agent_catalog_watch,runtime_capability_matrix,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection	list|opencode|session|lock|retry|reviewer|memory|safe|plugin|spec|phase|package|ci|project
yoshpy-dev/ralph	main	5	MIT	ok	2229	332	runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	Claude|Isolate|TUI|conflict|autonomous|reviewer|observability|skill|guard|tool|plan|workflow|install|check|project|Eval|harness engineering
infoechoes/AutoBCI-Harness	main	5	Apache-2.0	ok	1250	416	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	list|Codex|Sandbox|status|Message|loop|event|prompt|Guard|search|plan|install|CI|AGENTS.md|Eval
cobusgreyling/grok-build-arsenal	main	5	MIT	ok	2144	310	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	taxonomy|model|Docker|preview|loop|reviewer|cost|skill|security|tool|Plan|workflow|install|ci|project|score
410979729/proofrail-openclaw	main	5	MIT	ok	996	185	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	list|runtime|worktree|session|lock|loop|reviewer|event|Prompt|guard|plugin|task|package|ci|rules|eval
framein-dev/framein	main	4	MIT	ok	1595	293	runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection	runtime|environment|Status|lock|loop|reviewer|skill|SECURITY|MCP|task|state|package|ci|project
xiaonancs/codex-source-analysis	main	4	NOASSERTION	ok	805	159	runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection	Codex|sandbox|TUI|thread|trace|Prompt|policy|Plugin|Task|state|install|ci|AGENTS.md
Jonhvmp/leopold	main	4	MIT	ok	2129	191	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	list|Claude|vm|Status|lock|autonomous|reviewer|cost|skill|GUARD|tool|plan|workflow|package|ci|project|score
sky54laozhu/building-an-agent-harness	master	4	NOASSERTION	ok	525	80	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,feedback_session_intake,harness_taxonomy_curation	list|model|Sandbox|Status|lock|Loop|learn|permission|Tool|spec|check|topic
EthanSK/agent-bridge	main	4	MIT	ok	20060	2352	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	list|Claude|environment|session|message|receipt|evaluate|event|context|safe|tool|task|state|Install|check|AGENTS.md|eval
memtomem/memtomem-stm	main	4	Apache-2.0	ok	1920	239	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	list|Claude|environment|session|lock|retry|grading|token|memory|secret|API|spec|State|bundle|ci|project|query
BeamusWayne/HarnessTemplates	main	4	MIT	ok	888	263	agent_catalog_watch,runtime_capability_matrix,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,tool_augmentation,change_package_delta_archive,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	list|CLAUDE|status|lock|autonomous|event|prompt|API|plan|install|check|Template|eval|query
mupozg823/codelens-mcp-plugin	main	4	Apache-2.0	ok	5029	678	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	list|runtime|isolate|board|Channel|Long-running|reviewer|event|retrieval|policy|MCP|plan|workflow|install|ci|project|eval|query
droidnoob/hew	main	4	MIT	ok	2898	449	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,harness_taxonomy_curation	taxonomy|runtime|worktree|status|lock|autonomous|token|Context|lint|search|PLAN|workflow|install|CI|project
VibeCodingNights/agent-harnesses	main	4	MIT	ok	975	88	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	taxonomy|Claude|environment|status|coordination|loop|cost|knowledge|Tool|task|state|install|feedback|project|score|harness engineering
XXY-CH/Aetherion	main	4	NOASSERTION	ok	5873	320	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	list|runtime|sandbox|TUI|Message|autonomous|candidate|event|memory|safe|tool|plan|workflow|package|ci|project|eval|query
isagawa-co/isagawa-kernel	main	4	MIT	ok	2758	409	runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	runtime|Docker|session|lock|loop|QA|token|prompt|credential|tool|task|workflow|install|check|rules|fixture
bettyguo/harness-engineer-roadmap	main	4	NOASSERTION	ok	433	57	agent_catalog_watch,runtime_capability_matrix,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,state_machine_tool_policy,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	Curat|model|loop|Observability|context|Security|tool|State|ci|project|eval|Harness Engineering
Milind220/agent-sdk-rs	main	4	MIT	ok	637	208	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,harness_taxonomy_curation	list|integration|Sandbox|Status|Message|loop|event|Context|lint|browser|Workflow|Install|ci|project|query
lyc-aon/successor-agent	master	4	Apache-2.0	ok	5690	860	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	list|model|environment|terminal|channel|loop|benchmark|token|context|guard|tool|spec|workflow|install|ci|project|eval
mirasoth/soothe	main	4	MIT	ok	809	137	runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection	integration|Docker|session|conflict|loop|Benchmark|token|context|API|task|state|bundle|ci|project
